사번,재직여부,나이,재직일수,퇴사자여부,입사시나이,재직대비나이비율,이전경력일수,이전회사수,관련경력비율,이전평균재직기간,STEM전공여부,부서변경횟수,평균부서소속일수,현재부서소속일수,승진횟수,평균승진속도일수,현재직급소속일수,승진비율,프로젝트수,평균프로젝트기간,현재총연봉,평균연봉상승률,평균변동급비율,총경력연수,최근평가점수,평균평가점수,평가점수표준편차,평가점수추세,최근1년평가점수,최근2년평가점수,평균초과근무_분,평균야간근무_분,최근1년초과근무,최근2년초과근무,병가사용비율,평균휴가기간,연평균휴가일수,총결근일수,결근횟수,성별_M,국적_Other,최종학위_박사,최종학위_석사,최종학위_전문학사,최종학위_학사,최종전공계열_Unknown,최종전공계열_기타,최종전공계열_기타공학계열,최종전공계열_디자인계열,최종전공계열_사회과학계열,최종전공계열_상경계열,최종전공계열_어문계열,최종전공계열_인문계열,최종전공계열_자연과학계열,최종학교레벨_1.0,최종학교레벨_2.0,최종학교레벨_3.0,최종학교레벨_4.0,현재직책정보_Member,경력대비연봉수준_정보 없음,경력대비연봉수준_중,경력대비연봉수준_하,현재부서_본부_Operating Division,현재부서_본부_Planning Division,현재부서_본부_Sales Division,현재부서_실_Engineering Office,현재부서_실_Finance Office,현재부서_실_Global Sales Office,현재부서_실_Marketing Office,현재부서_실_Production Office,현재부서_실_QA Office,현재부서_실_R&D Office,현재부서_실_Strategy Office,현재직무_대분류_Management Support,현재직무_대분류_Planning,현재직무_대분류_Production & Engineering,현재직무_대분류_Sales & Marketing,현재직무_중분류_Data Scientist,현재직무_중분류_Engineering,현재직무_중분류_Finance,현재직무_중분류_HR,현재직무_중분류_Infrastructure,현재직무_중분류_Marketing,현재직무_중분류_Production Management,현재직무_중분류_SW Developer,현재직무_중분류_Sales,현재직위_Manager,현재직위_Staff
E00283,Y,40,261,0,39.70704996577687,0.01786447638603696,0.0,0.0,0.0,0.0,0.0,1,261.0,261,0.0,0.0,0.0,0.0,0.0,0.0,47603382.08835342,0.0,17.9,0.7145790554414785,65.34,65.34,0.0,0.0,65.34,65.34,32.540983606557376,0.9344262295081968,32.540983606557376,32.540983606557376,0.13793103448275862,0.8787878787878788,40.55555555555555,0.0,0.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
E00284,N,42,56,1,41.883641341546884,0.003650467716176135,0.0,0.0,0.0,0.0,0.0,1,55.0,56,0.0,0.0,0.0,0.0,0.0,0.0,22960376.228070173,0.0,0.0,0.15331964407939766,0.0,0.0,0.0,0.0,61.345,62.485,98.42857142857143,1.1428571428571428,98.42857142857143,98.42857142857143,0.0,0.9,43.008585,0.0,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
E00285,Y,25,1602,0,21.032169746748803,0.17544147843942506,0.0,0.0,0.0,0.0,0.0,1,1602.0,1602,0.0,0.0,0.0,0.0,0.0,0.0,57971739.0,8.134,23.276,4.386036960985626,66.66,76.635,10.233192491663031,0.8727795041789598,66.66,73.57666666666667,9.133742331288344,0.0,6.470899470899471,7.892670157068062,0.029850746268656716,0.8663793103448276,22.897940074906366,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
E00286,N,43,1142,1,38.36002737850787,0.07271222323034557,309.0,1.0,1.0,309.0,0.0,2,570.0,679,0.0,0.0,0.0,0.0,0.0,0.0,59028366.61904762,-0.06999999999999984,13.969999999999999,3.972621492128679,50.5,50.98333333333333,8.706973450439977,-5.1051872341428215,61.345,62.485,28.157439446366784,4.449826989619377,0.0,0.0,0.06944444444444445,0.9,23.012259194395796,0.0,0.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
E00287,Y,38,166,0,38.34633812457221,0.011960085017471811,2588.0,2.0,0.0,1294.0,0.0,1,166.0,166,0.0,0.0,0.0,0.0,0.0,0.0,72331602.04545455,0.0,19.35,7.540041067761807,0.0,0.0,0.0,0.0,61.345,62.485,8.135135135135135,0.0,8.135135135135135,8.135135135135135,0.0,1.0,40.130948,0.0,0.0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
E00288,Y,34,2363,0,28.35044490075291,0.19028062970568105,0.0,0.0,0.0,0.0,0.0,4,590.0,104,1.0,377.0,377.0,0.1545704612780364,0.0,0.0,59995433.0,7.053333333333334,21.76,6.469541409993155,81.74,66.52222222222223,13.745262618242124,7.750605707699929,81.74,82.83333333333333,-30.572169403630078,3.335350043215212,11.967567567567567,9.914209115281501,0.051587301587301584,0.9264705882352942,19.462547608971647,0.0,0.0,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
E00289,N,27,2229,1,16.5968514715948,0.2260247927599057,0.0,0.0,0.0,0.0,0.0,3,742.0,941,1.0,941.0,2753.0,0.16386271870794078,0.0,0.0,50888556.85185185,-17.945,9.415,6.102669404517454,42.8,42.8,0.0,0.0,61.345,62.485,-12.279569892473118,8.413978494623656,0.0,0.0,0.0967741935483871,0.8857142857142857,5.076267384477345,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
E00290,N,37,1682,1,29.631759069130734,0.12446121686368093,1039.0,3.0,0.0,346.3333333333333,0.0,2,840.5,563,0.0,0.0,0.0,0.0,1.0,207.0,69705274.62616822,1.6333333333333329,14.790000000000001,7.449691991786447,49.33,49.51,9.601265541583569,-9.896030034319828,61.345,62.485,59.93658536585366,6.465853658536585,0.0,0.0,0.047619047619047616,0.9130434782608695,13.671224732461354,63.0,1.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
E00291,N,26,218,1,23.299110198494184,0.022955825830569158,322.0,1.0,0.0,322.0,0.0,1,218.0,218,0.0,0.0,0.0,0.0,0.0,0.0,42681457.5,-4.995,10.145,1.4784394250513346,58.7,60.379999999999995,1.4896979559628847,-2.838568240275912,61.345,62.485,-44.02061855670103,0.0,0.0,0.0,0.2916666666666667,0.8571428571428571,40.18348623853211,0.0,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
E00292,N,35,2892,1,21.22655715263518,0.22622469932531533,1795.0,3.0,0.0,598.3333333333334,0.0,2,1115.3333333333333,2472,1.0,646.0,3118.0,0.1262966804979253,0.0,0.0,0.0,0.0,0.0,12.83230663928816,0.0,0.0,0.0,0.0,61.345,62.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
E00293,Y,27,448,0,25.83983572895277,0.045428042690191905,220.0,2.0,0.0,110.0,0.0,1,448.0,448,0.0,0.0,0.0,0.0,1.0,363.0,56094186.0,6.885,23.64,1.8288843258042438,91.18,89.37,2.5597265478953055,7.259890109888197,91.18,89.37,8.872037914691942,0.0,8.927374301675977,8.872037914691942,0.0,1.0,45.625,196.0,1.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
E00294,Y,40,1549,0,36.068446269678304,0.10602327173169063,0.0,0.0,0.0,0.0,0.0,3,409.5,196,1.0,12.0,12.0,0.2357972885732731,0.0,0.0,77391657.0,10.774,20.068,4.240930869267625,67.24,60.6425,7.698388978035784,4.440635501046723,67.24,64.62666666666667,18.448275862068964,0.0,9.0,10.253886010362693,0.03980099502487562,0.9220183486238532,23.681407359586828,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
E00295,N,34,936,1,25.08145106091718,0.07537142166928373,317.0,1.0,0.0,317.0,0.0,1,936.0,936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.430527036276523,0.0,0.0,0.0,0.0,61.345,62.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
E00296,Y,30,916,0,27.805612594113622,0.08359571070043349,0.0,0.0,0.0,0.0,0.0,2,457.5,287,0.0,0.0,0.0,0.0,0.0,0.0,52203762.0,9.436666666666666,21.006666666666664,2.507871321013005,80.2,77.71000000000001,7.274365951751393,8.807343761941254,80.2,80.51333333333334,17.544052863436125,0.4251101321585903,27.801075268817204,19.57650273224044,0.0,0.9365079365079365,23.509825327510917,0.0,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
E00297,Y,38,1775,0,34.05886379192334,0.12788645124103895,1160.0,1.0,0.0,1160.0,0.0,3,591.0,104,0.0,0.0,0.0,0.0,1.0,535.0,65423283.0,2.936,16.73,8.035592060232718,25.84,32.99,14.729037646771092,-4.287444182499853,25.84,28.560000000000002,14.123734533183352,0.8278965129358831,14.455621301775148,19.316804407713498,0.0196078431372549,0.918918918918919,20.974647887323943,321.0,1.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
E00298,N,39,903,1,33.42094455852156,0.06339177591744327,0.0,0.0,0.0,0.0,0.0,2,450.5,367,0.0,0.0,0.0,0.0,0.0,0.0,37170298.69565217,0.05666666666666723,13.01,2.4722792607802875,51.4,48.9325,5.975066945231659,2.2884037933255157,61.345,62.485,5.482758620689655,7.887931034482759,0.0,0.0,0.2807017543859649,0.9047619047619048,23.03986710963455,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
E00299,Y,25,2743,0,17.900068446269678,0.30039698836413414,693.0,3.0,0.6666666666666666,231.0,0.0,5,547.8,287,1.0,1657.0,1657.0,0.1331571272329566,0.0,0.0,97336408.0,7.353333333333333,26.540000000000003,9.4072553045859,86.5,89.63,6.594353645354484,0.7500794006753871,86.5,88.94666666666667,29.834532374100718,1.1151079136690647,18.063218390804597,20.573863636363637,0.08365019011406843,0.906896551724138,17.498177178271966,397.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
E00300,N,42,1389,1,36.67077344284736,0.09054463674586878,2596.0,2.0,0.0,1298.0,1.0,3,462.0,51,0.0,0.0,0.0,0.0,1.0,359.0,68739803.10769232,-0.7575000000000007,13.775,10.910335386721425,38.28,47.56666666666666,7.813984045713598,-7.41356224603848,61.345,62.485,5.713896457765667,3.076294277929155,0.0,0.0,0.0967741935483871,0.8857142857142857,16.2922966162707,249.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
E00301,N,40,1386,1,32.40246406570842,0.09486652977412731,750.0,2.0,0.0,375.0,0.0,3,461.0,405,0.0,0.0,0.0,0.0,0.0,0.0,57171685.97560976,-3.31,15.296666666666667,5.848049281314168,42.4,47.86666666666667,6.463229326995394,-3.7804471622039597,61.345,62.485,-169.91037735849056,5.60377358490566,0.0,0.0,0.07692307692307693,1.0,13.694083694083695,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
E00302,N,39,2985,1,26.524298425735797,0.20955088716895698,0.0,0.0,0.0,0.0,0.0,3,994.0,1765,1.0,488.0,2388.0,0.12236180904522612,0.0,0.0,54326008.81967213,0.0,0.0,8.172484599589323,0.0,0.0,0.0,0.0,61.345,62.485,1.4197530864197532,11.481481481481481,0.0,0.0,0.18181818181818182,0.9166666666666666,2.0175879396984926,0.0,0.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
E00303,N,39,1232,1,28.301163586584533,0.08648800435248073,906.0,2.0,0.5,453.0,0.0,3,307.0,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.853524982888432,0.0,0.0,0.0,0.0,61.345,62.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
E00304,Y,37,2423,0,30.368240930869266,0.17929222857354274,0.0,0.0,0.0,0.0,0.0,4,605.0,1018,1.0,1108.0,1108.0,0.15074288072637226,0.0,0.0,65336321.0,5.175,23.375,6.633812457221081,60.54,68.40444444444444,18.998197356006646,6.134715614134804,60.54,70.34,17.349557522123895,1.9504424778761063,6.788571428571428,6.576601671309192,0.01694915254237288,0.9076923076923077,17.775484936029713,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
E00305,Y,45,1260,0,42.47501711156742,0.07665982203969883,0.0,0.0,0.0,0.0,0.0,1,1260.0,1260,1.0,196.0,196.0,0.28988095238095235,0.0,0.0,57587095.0,13.682500000000001,18.9025,3.4496919917864477,87.18,64.00833333333334,13.411022953774513,12.53007281384669,87.18,73.88666666666667,30.317757009345794,0.0,28.62962962962963,29.888594164456233,0.02702702702702703,0.8604651162790697,21.436507936507937,0.0,0.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
E00306,Y,29,875,0,27.540041067761805,0.08260756685312375,212.0,1.0,0.0,212.0,0.0,2,437.0,377,0.0,0.0,0.0,0.0,0.0,0.0,69011215.0,9.273333333333333,21.12666666666667,2.976043805612594,83.02,76.6125,9.6741351896005,13.459309048862114,83.02,81.2,9.76923076923077,0.0,7.815642458100559,9.372972972972972,0.013888888888888888,1.0,30.034285714285712,0.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
E00307,N,36,924,1,25.683778234086244,0.0702715035363906,1101.0,3.0,0.0,367.0,0.0,2,461.0,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.544147843942505,0.0,0.0,0.0,0.0,61.345,62.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
E00308,N,28,1571,1,24.191649555099247,0.15361298523516181,629.0,2.0,1.0,314.5,1.0,2,784.5,887,1.0,156.0,196.0,0.23249522597071928,1.0,198.0,55355265.02958579,2.2020000000000004,14.825999999999999,6.023271731690623,51.24,50.225,10.693862057941729,0.8016803547224127,51.24,53.84666666666667,-15.190237797246558,0.0,94.0,31.0,0.18556701030927836,1.0,22.536600891152133,268.0,1.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
E00309,Y,33,900,0,31.529089664613277,0.07466865783087549,0.0,0.0,0.0,0.0,0.0,2,449.5,196,0.0,0.0,0.0,0.0,0.0,0.0,59694407.0,2.92,20.493333333333336,2.4640657084188913,57.94,69.735,9.524234002445207,-13.041305927167475,57.94,67.83333333333333,9.552272727272728,0.0,8.414364640883978,8.769021739130435,0.007751937984496124,0.8958333333333334,26.158333333333335,0.0,0.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
E00310,N,37,4375,1,25.475701574264203,0.323732356586566,251.0,2.0,0.0,125.5,0.0,2,2186.5,3632,3.0,753.6666666666666,377.0,0.2504571428571429,0.0,0.0,90859959.2687747,4.53,22.535,12.6652977412731,83.66,85.91222222222223,7.028103901084875,0.09461311321196642,83.66,83.74,17.317504655493483,2.8240223463687153,8.64516129032258,9.53015873015873,0.023148148148148147,0.8852459016393442,9.010285714285715,363.0,1.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
E00311,N,35,3920,1,23.093771389459274,0.3066392881587953,241.0,2.0,0.5,120.5,0.0,3,1305.6666666666667,2279,1.0,1730.0,2204.0,0.09317602040816327,0.0,0.0,59868266.574074075,1.386,17.232,11.392197125256674,49.48,55.863749999999996,8.138328957119253,-1.4053522071733395,61.345,50.315,9.33108108108108,3.310810810810811,0.0,35.0,0.18478260869565216,0.9292929292929293,8.566326530612246,235.0,1.0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
E00312,N,29,102,1,17.30321697467488,0.009629682078878425,77.0,1.0,0.0,77.0,0.0,1,101.0,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49007529089664614,0.0,0.0,0.0,0.0,61.345,62.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
E00313,N,32,499,1,25.582477754962355,0.042693360711841204,637.0,1.0,0.0,637.0,1.0,1,498.0,499,0.0,0.0,0.0,0.0,0.0,0.0,47206305.508771926,0.0,0.0,3.1101984941820673,0.0,0.0,0.0,0.0,61.345,62.485,-58.55921052631579,18.38157894736842,0.0,0.0,0.0,1.0,16.82364729458918,0.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
E00314,Y,43,4765,0,30.351813826146476,0.3033920697833596,0.0,0.0,0.0,0.0,0.0,2,1587.6666666666667,3574,3.0,1282.3333333333333,743.0,0.22995802728226653,0.0,0.0,165679960.0,10.791666666666666,25.80666666666667,13.045859000684462,64.94,86.75333333333333,10.10517194311903,-1.0461050871051627,64.94,82.96333333333332,34.23746701846966,2.5760773966578716,28.17391304347826,27.76984126984127,0.06866952789699571,0.932,8.92392444910808,0.0,0.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
E00315,Y,26,5000,0,13.190965092402465,0.5265097667561733,250.0,1.0,1.0,250.0,0.0,2,2499.5,4395,4.0,870.0,12.0,0.2922,0.0,0.0,111641399.0,7.160000000000001,24.015,14.373716632443532,46.4,75.88,21.74168634214007,5.9504984995809975,46.4,80.20666666666666,14.590265486725663,2.83716814159292,5.316939890710382,6.211081794195251,0.012605042016806723,0.8880597014925373,8.687000000000001,127.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
E00316,N,27,2769,1,17.15811088295688,0.28078180850254775,0.0,0.0,0.0,0.0,0.0,2,1384.0,2343,1.0,517.0,1473.0,0.1319068255687974,0.0,0.0,62824305.75163399,0.9874999999999994,18.65,7.581108829568788,67.32,76.606,13.578027470881038,-9.174464065028156,61.345,62.485,43.71296296296296,4.71141975308642,0.0,0.0,0.013513513513513514,0.9135802469135802,9.754423979776092,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
E00317,Y,30,1229,0,26.666666666666668,0.11216062057951175,851.0,1.0,0.0,851.0,0.0,2,614.0,652,0.0,0.0,0.0,0.0,0.0,0.0,55081358.0,17.740000000000002,17.3175,5.69472963723477,51.76,52.74,4.621497592772281,-0.9601476816881529,51.76,50.77333333333333,8.5900826446281,0.0,7.333333333333333,8.07336956521739,0.005988023952095809,0.9382022471910112,24.79861676159479,0.0,0.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
E00318,N,26,1447,1,17.048596851471594,0.15237192649923656,0.0,0.0,0.0,0.0,0.0,3,481.6666666666667,278,0.0,0.0,0.0,0.0,0.0,0.0,47883729.30481283,0.0,0.0,3.9616700889801506,0.0,0.0,0.0,0.0,61.345,62.485,41.10112359550562,10.786516853932584,0.0,0.0,0.1111111111111111,0.9,5.6755355908776774,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
E00319,N,45,1855,1,37.63997262149213,0.11286029355844551,3384.0,3.0,0.3333333333333333,1128.0,0.0,3,617.3333333333334,1004,0.0,0.0,0.0,0.0,1.0,274.0,93818241.72131148,1.1425,16.5225,14.343600273785079,59.83,66.66333333333334,3.5358770717696997,-2.5961895517920603,61.345,62.485,10.556765163297046,5.227060653188181,0.0,0.0,0.2549019607843137,0.8595505617977528,15.05256064690027,416.0,2.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
E00320,N,43,1014,1,36.720054757015745,0.06456234181748723,1954.0,2.0,0.0,977.0,0.0,1,506.0,578,1.0,4.0,1292.0,0.360207100591716,1.0,99.5,78918013.84408602,4.6466666666666665,13.406666666666666,8.125941136208077,50.8,51.485,2.220653057098293,-1.5497732643925606,61.345,62.485,59.42643923240938,8.272921108742004,0.0,0.0,0.0,0.9035087719298246,18.537968441814595,0.0,0.0,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
E00321,N,38,2027,1,25.555099247091032,0.14604272488202025,0.0,0.0,0.0,0.0,0.0,2,1013.0,1383,1.0,1202.0,3849.0,0.18019240256536756,0.0,0.0,0.0,0.0,0.0,5.549623545516769,0.0,0.0,0.0,0.0,61.345,62.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
E00322,Y,34,1655,0,30.406570841889117,0.13326891331481258,663.0,1.0,0.0,663.0,0.0,1,1655.0,1655,1.0,743.0,743.0,0.22069486404833838,0.0,0.0,68680762.0,9.452,21.032,6.346338124572211,47.52,62.29125,20.93118073080719,-8.748464133697393,47.52,40.38,9.715827338129497,0.0,11.764705882352942,10.305039787798409,0.01,0.8928571428571429,22.05438066465257,310.0,1.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
E00323,N,39,356,1,25.555099247091032,0.024991663595359693,0.0,0.0,0.0,0.0,0.0,1,177.5,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974674880219028,0.0,0.0,0.0,0.0,61.345,62.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
E00324,N,37,2825,1,26.349075975359344,0.2090386073958969,732.0,2.0,0.5,366.0,1.0,4,564.0,638,1.0,1461.0,2753.0,0.1292920353982301,0.0,0.0,78015061.89560439,4.076666666666667,14.453333333333333,9.738535249828884,49.36,50.879999999999995,3.813344988327176,-4.414881173747385,61.345,62.485,-8.722222222222221,7.948717948717949,0.0,0.0,0.018518518518518517,0.9152542372881356,6.976991150442478,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
E00325,Y,34,576,0,32.68720054757016,0.046382413334943834,0.0,0.0,0.0,0.0,0.0,2,287.5,104,0.0,0.0,0.0,0.0,0.0,0.0,56866842.0,0.005,21.73,1.5770020533880904,52.66,67.04,18.4625350372044,-7.882939180717554,52.66,67.04,11.571428571428571,0.0,13.856382978723405,11.571428571428571,0.020618556701030927,0.9509803921568627,30.733506944444446,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
E00326,N,31,2659,1,17.97946611909651,0.2348369433220728,0.0,0.0,0.0,0.0,0.0,4,663.75,831,2.0,734.5,2388.0,0.2747273411056788,0.0,0.0,45199848.0,0.0,0.0,7.279945242984257,0.0,0.0,0.0,0.0,61.345,62.485,0.0,0.0,0.0,0.0,0.0,0.9375,1.029522376833396,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
